"Project","File","Line","Column","Code","Category","Message"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\Authentication\Application\EventHandlers\SessionRevokedEventHandler.cs","16","17","S6672","Other","Update this logger to use its enclosing type. (https://rules.sonarsource.com/csharp/RSPEC-6672)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\Authentication\Application\Queries\ValidateShareLink\ValidateShareLinkQueryHandler.cs","34","45","CA1062","CodeAnalysis","Nel metodo visibile esternamente 'Task<ValidateShareLinkResult?> ValidateShareLinkQueryHandler.Handle(ValidateShareLinkQuery request, CancellationToken cancellationToken)' convalidare il parametro 'request' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\DocumentProcessing\Domain\Services\PdfValidationDomainService.cs","80","14","CA1062","CodeAnalysis","Nel metodo visibile esternamente 'ValidationResult PdfValidationDomainService.ValidatePdfVersion(PdfVersion version)' convalidare il parametro 'version' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Helpers\ConfigurationHelper.cs","44","26","MA0051","Other","Method is too long (74 lines; maximum allowed: 60) (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0051.md)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\Authentication\Application\Commands\TwoFactor\Verify2FACommandHandler.cs","32","39","CA1062","CodeAnalysis","Nel metodo visibile esternamente 'Task<Verify2FAResult> Verify2FACommandHandler.Handle(Verify2FACommand command, CancellationToken cancellationToken)' convalidare il parametro 'command' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\Authentication\Application\Handlers\BulkImportApiKeysCommandHandler.cs","43","13","CA1062","CodeAnalysis","Nel metodo visibile esternamente 'Task<BulkOperationResult<ApiKeyImportResultDto>> BulkImportApiKeysCommandHandler.Handle(BulkImportApiKeysCommand command, CancellationToken cancellationToken)' convalidare il parametro 'command' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\Authentication\Infrastructure\RedisOAuthStateStore.cs","86","9","CA1031","CodeAnalysis","Modificare 'ValidateAndRemoveStateAsync' in modo da rilevare un tipo di eccezione consentito pi├╣ specifico o generare di nuovo l'eccezione (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1031)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\DocumentProcessing\Application\Services\EnhancedPdfProcessingOrchestrator.cs","611","13","CA1031","CodeAnalysis","Modificare 'RecordStageMetricSafely' in modo da rilevare un tipo di eccezione consentito pi├╣ specifico o generare di nuovo l'eccezione (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1031)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\Administration\Application\EventHandlers\DashboardCacheInvalidationEventHandler.cs","36","13","CA1062","CodeAnalysis","Nel metodo visibile esternamente 'Task DashboardCacheInvalidationEventHandler.Handle(ConfigurationUpdatedEvent notification, CancellationToken cancellationToken)' convalidare il parametro 'notification' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\Authentication\Infrastructure\RedisOAuthStateStore.cs","105","9","CA1031","CodeAnalysis","Modificare 'ExistsAsync' in modo da rilevare un tipo di eccezione consentito pi├╣ specifico o generare di nuovo l'eccezione (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1031)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\Authentication\Application\EventHandlers\RoleChangedEventHandler.cs","16","17","S6672","Other","Update this logger to use its enclosing type. (https://rules.sonarsource.com/csharp/RSPEC-6672)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Extensions\ObservabilityServiceExtensions.cs","149","39","MA0051","Other","Method is too long (64 lines; maximum allowed: 60) (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0051.md)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\Administration\Application\EventHandlers\DashboardCacheInvalidationEventHandler.cs","48","13","CA1062","CodeAnalysis","Nel metodo visibile esternamente 'Task DashboardCacheInvalidationEventHandler.Handle(ConfigurationToggledEvent notification, CancellationToken cancellationToken)' convalidare il parametro 'notification' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\Administration\Application\Queries\QualityReports\GenerateQualityReportQueryHandler.cs","31","13","CA1062","CodeAnalysis","Nel metodo visibile esternamente 'Task<QualityReport> GenerateQualityReportQueryHandler.Handle(GenerateQualityReportQuery query, CancellationToken cancellationToken)' convalidare il parametro 'query' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\GameManagement\Infrastructure\Persistence\GameSessionRepository.cs","68","26","CA1062","CodeAnalysis","Nel metodo visibile esternamente 'Task<IReadOnlyList<GameSession>> GameSessionRepository.FindByPlayerNameAsync(string playerName, CancellationToken cancellationToken = default(CancellationToken))' convalidare il parametro 'playerName' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Extensions\ObservabilityServiceExtensions.cs","156","41","S1075","Other","Refactor your code not to use hardcoded absolute paths or URIs. (https://rules.sonarsource.com/csharp/RSPEC-1075)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Extensions\ObservabilityServiceExtensions.cs","199","38","S1075","Other","Refactor your code not to use hardcoded absolute paths or URIs. (https://rules.sonarsource.com/csharp/RSPEC-1075)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Extensions\ObservabilityServiceExtensions.cs","200","42","S1075","Other","Refactor your code not to use hardcoded absolute paths or URIs. (https://rules.sonarsource.com/csharp/RSPEC-1075)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\KnowledgeBase\Infrastructure\External\Reranking\CrossEncoderRerankerClient.cs","39","37","MA0051","Other","Method is too long (79 lines; maximum allowed: 60) (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0051.md)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Helpers\RagExceptionHandler.cs","114","9","MA0016","Other","Prefer using collection abstraction instead of implementation (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0016.md)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\Authentication\Application\Queries\ValidateSessionQueryHandler.cs","31","52","CA1062","CodeAnalysis","Nel metodo visibile esternamente 'Task<SessionStatusDto> ValidateSessionQueryHandler.Handle(ValidateSessionQuery query, CancellationToken cancellationToken)' convalidare il parametro 'query' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\KnowledgeBase\Infrastructure\External\Reranking\CrossEncoderRerankerClient.cs","115","13","S6667","Other","Logging in a catch clause should pass the caught exception as a parameter. (https://rules.sonarsource.com/csharp/RSPEC-6667)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\Authentication\Application\Commands\TwoFactor\GenerateTotpSetupCommandHandler.cs","28","13","CA1062","CodeAnalysis","Nel metodo visibile esternamente 'Task<GenerateTotpSetupResult> GenerateTotpSetupCommandHandler.Handle(GenerateTotpSetupCommand command, CancellationToken cancellationToken)' convalidare il parametro 'command' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\SharedKernel\Domain\Validation\ValidationExtensions.cs","110","13","CA1062","CodeAnalysis","Nel metodo visibile esternamente 'Result<string> ValidationExtensions.MinLength(string value, int minLength, string parameterName, string? message = null)' convalidare il parametro 'value' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\Authentication\Application\EventHandlers\PasswordResetEventHandler.cs","16","17","S6672","Other","Update this logger to use its enclosing type. (https://rules.sonarsource.com/csharp/RSPEC-6672)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Helpers\RagExceptionHandler.cs","199","40","S2629","Other","Don't use string interpolation in logging message templates. (https://rules.sonarsource.com/csharp/RSPEC-2629)"
"] additionalContext)' convalidare il parametro 'additionalContext' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062) [D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Helpers\RagExceptionHandler.cs","197","13","CA1062","CodeAnalysis","Nel metodo visibile esternamente 'void RagExceptionHandler.LogAndRethrow(Exception exception, ILogger logger, string context, params object?"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\SharedKernel\Domain\Validation\ValidationExtensions.cs","133","13","CA1062","CodeAnalysis","Nel metodo visibile esternamente 'Result<string> ValidationExtensions.MaxLength(string value, int maxLength, string parameterName, string? message = null)' convalidare il parametro 'value' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Helpers\RagExceptionHandler.cs","179","16","CA1062","CodeAnalysis","Nel metodo visibile esternamente 'TResult RagExceptionHandler.HandleServiceException<TResult>(Exception exception, ILogger logger, string context, Func<string, TResult> failureFactory, Activity? activity = null, bool useUserFriendlyMessage = true)' convalidare il parametro 'failureFactory' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Helpers\RagExceptionHandler.cs","162","22","CA1062","CodeAnalysis","Nel metodo visibile esternamente 'TResult RagExceptionHandler.HandleServiceException<TResult>(Exception exception, ILogger logger, string context, Func<string, TResult> failureFactory, Activity? activity = null, bool useUserFriendlyMessage = true)' convalidare il parametro 'exception' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\Administration\Application\EventHandlers\DashboardCacheInvalidationEventHandler.cs","86","9","CA1031","CodeAnalysis","Modificare 'InvalidateDashboardCacheAsync' in modo da rilevare un tipo di eccezione consentito pi├╣ specifico o generare di nuovo l'eccezione (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1031)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\Authentication\Application\EventHandlers\PasswordChangedEventHandler.cs","16","17","S6672","Other","Update this logger to use its enclosing type. (https://rules.sonarsource.com/csharp/RSPEC-6672)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Helpers\RagExceptionHandler.cs","120","13","CA1062","CodeAnalysis","Nel metodo visibile esternamente 'TResponse RagExceptionHandler.HandleExceptionDispatch<TResponse>(Exception exception, ILogger logger, string context, string gameId, string operation, Activity? activity, Stopwatch stopwatch, Dictionary<string, Func<TResponse>> errorResponseFactories, string? additionalInfo = null)' convalidare il parametro 'errorResponseFactories' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Helpers\RagExceptionHandler.cs","117","33","CA1062","CodeAnalysis","Nel metodo visibile esternamente 'TResponse RagExceptionHandler.HandleExceptionDispatch<TResponse>(Exception exception, ILogger logger, string context, string gameId, string operation, Activity? activity, Stopwatch stopwatch, Dictionary<string, Func<TResponse>> errorResponseFactories, string? additionalInfo = null)' convalidare il parametro 'exception' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\DocumentProcessing\Application\Services\EnhancedPdfProcessingOrchestrator.cs","670","17","CA1031","CodeAnalysis","Modificare 'Dispose' in modo da rilevare un tipo di eccezione consentito pi├╣ specifico o generare di nuovo l'eccezione (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1031)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\Administration\Infrastructure\Services\ReportGeneratorService.AIUsage.cs","66","49","MA0011","Other","Use an overload of 'ToString' that has a 'System.IFormatProvider' parameter (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0011.md)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\Administration\Infrastructure\Services\ReportGeneratorService.AIUsage.cs","78","36","MA0011","Other","Use an overload of 'ToString' that has a 'System.IFormatProvider' parameter (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0011.md)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\Administration\Application\Queries\PromptEvaluation\GetEvaluationHistoryQueryHandler.cs","28","13","CA1062","CodeAnalysis","Nel metodo visibile esternamente 'Task<List<PromptEvaluationResult>> GetEvaluationHistoryQueryHandler.Handle(GetEvaluationHistoryQuery query, CancellationToken cancellationToken)' convalidare il parametro 'query' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\Authentication\Domain\ValueObjects\UserTier.cs","64","30","CA1062","CodeAnalysis","Nel metodo visibile esternamente 'bool UserTier.HasLevel(UserTier requiredTier)' convalidare il parametro 'requiredTier' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\Administration\Infrastructure\Services\ReportGeneratorService.AIUsage.cs","76","21","MA0002","Other","Use an overload that has a IEqualityComparer<string> or IComparer<string> parameter (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0002.md)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\Administration\Infrastructure\Services\ReportGeneratorService.AIUsage.cs","86","29","MA0002","Other","Use an overload that has a IEqualityComparer<string> or IComparer<string> parameter (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0002.md)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\Administration\Infrastructure\Services\ReportGeneratorService.AIUsage.cs","96","21","MA0002","Other","Use an overload that has a IEqualityComparer<string> or IComparer<string> parameter (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0002.md)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\WorkflowIntegration\Infrastructure\Persistence\N8nConfigurationRepository.cs","58","39","CA1062","CodeAnalysis","Nel metodo visibile esternamente 'Task N8NConfigurationRepository.AddAsync(N8NConfiguration config, CancellationToken cancellationToken = default(CancellationToken))' convalidare il parametro 'config' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\WorkflowIntegration\Infrastructure\Persistence\N8nConfigurationRepository.cs","65","39","CA1062","CodeAnalysis","Nel metodo visibile esternamente 'Task N8NConfigurationRepository.UpdateAsync(N8NConfiguration config, CancellationToken cancellationToken = default(CancellationToken))' convalidare il parametro 'config' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\Administration\Infrastructure\Services\ReportGeneratorService.AIUsage.cs","105","29","MA0002","Other","Use an overload that has a IEqualityComparer<string> or IComparer<string> parameter (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0002.md)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\Administration\Infrastructure\Services\ReportGeneratorService.AIUsage.cs","116","23","MA0002","Other","Use an overload that has a IEqualityComparer<string> or IComparer<string> parameter (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0002.md)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\KnowledgeBase\Infrastructure\External\Reranking\CrossEncoderRerankerClient.cs","152","9","CA1031","CodeAnalysis","Modificare 'IsHealthyAsync' in modo da rilevare un tipo di eccezione consentito pi├╣ specifico o generare di nuovo l'eccezione (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1031)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\Authentication\Domain\ValueObjects\UserTier.cs","74","62","CA1062","CodeAnalysis","Nel metodo visibile esternamente 'UserTier.implicit operator string(UserTier tier)' convalidare il parametro 'tier' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Extensions\InfrastructureServiceExtensions.cs","23","38","CA1062","CodeAnalysis","Nel metodo visibile esternamente 'IServiceCollection InfrastructureServiceExtensions.AddInfrastructureServices(IServiceCollection services, IConfiguration configuration, IWebHostEnvironment environment)' convalidare il parametro 'configuration' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\WorkflowIntegration\Infrastructure\Persistence\N8nConfigurationRepository.cs","72","39","CA1062","CodeAnalysis","Nel metodo visibile esternamente 'Task N8NConfigurationRepository.DeleteAsync(N8NConfiguration config, CancellationToken cancellationToken = default(CancellationToken))' convalidare il parametro 'config' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\Authentication\Application\EventHandlers\OAuthTokensRefreshedEventHandler.cs","16","17","S6672","Other","Update this logger to use its enclosing type. (https://rules.sonarsource.com/csharp/RSPEC-6672)"
