"FilePath","WarningCount","Rules","SampleMessages","FirstSeen"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Infrastructure\Secrets\InfisicalSecretsClient.cs","44","CA1031;CA1062;MA0004;MA0048;S2139;S6667","File name must match type name (record InfisicalAuthResponse) (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0048.md) || File name must match type name (record InfisicalSecretResponse) (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0048.md) || File name must match type name (record InfisicalSecret) (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0048.md)","2025-12-13T19:34:35.4642806+01:00"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Infrastructure\EntityConfigurations\DocumentProcessing\DocumentCollectionEntityConfiguration.cs","2","CA1062","Nel metodo visibile esternamente 'void DocumentCollectionEntityConfiguration.Configure(EntityTypeBuilder<DocumentCollectionEntity> builder)' convalidare il parametro 'builder' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062) || Nel metodo visibile esternamente 'void DocumentCollectionEntityConfiguration.Configure(EntityTypeBuilder<DocumentCollectionEntity> builder)' convalidare il parametro 'builder' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)","2025-12-13T19:34:35.4604552+01:00"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Infrastructure\EntityConfigurations\KnowledgeBase\ValidationAccuracyBaselineEntityConfiguration.cs","2","CA1062","Nel metodo visibile esternamente 'void ValidationAccuracyBaselineEntityConfiguration.Configure(EntityTypeBuilder<ValidationAccuracyBaselineEntity> builder)' convalidare il parametro 'builder' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062) || Nel metodo visibile esternamente 'void ValidationAccuracyBaselineEntityConfiguration.Configure(EntityTypeBuilder<ValidationAccuracyBaselineEntity> builder)' convalidare il parametro 'builder' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)","2025-12-13T19:34:35.4624912+01:00"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Infrastructure\EntityConfigurations\KnowledgeBase\TextChunkEntityConfiguration.cs","2","CA1062","Nel metodo visibile esternamente 'void TextChunkEntityConfiguration.Configure(EntityTypeBuilder<TextChunkEntity> builder)' convalidare il parametro 'builder' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062) || Nel metodo visibile esternamente 'void TextChunkEntityConfiguration.Configure(EntityTypeBuilder<TextChunkEntity> builder)' convalidare il parametro 'builder' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)","2025-12-13T19:34:35.4623570+01:00"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Infrastructure\EntityConfigurations\KnowledgeBase\LlmCostLogConfiguration.cs","2","CA1062","Nel metodo visibile esternamente 'void LlmCostLogConfiguration.Configure(EntityTypeBuilder<LlmCostLogEntity> builder)' convalidare il parametro 'builder' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062) || Nel metodo visibile esternamente 'void LlmCostLogConfiguration.Configure(EntityTypeBuilder<LlmCostLogEntity> builder)' convalidare il parametro 'builder' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)","2025-12-13T19:34:35.4622309+01:00"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Infrastructure\EntityConfigurations\DocumentProcessing\PdfDocumentEntityConfiguration.cs","2","CA1062","Nel metodo visibile esternamente 'void PdfDocumentEntityConfiguration.Configure(EntityTypeBuilder<PdfDocumentEntity> builder)' convalidare il parametro 'builder' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062) || Nel metodo visibile esternamente 'void PdfDocumentEntityConfiguration.Configure(EntityTypeBuilder<PdfDocumentEntity> builder)' convalidare il parametro 'builder' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)","2025-12-13T19:34:35.4605869+01:00"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Infrastructure\EntityConfigurations\DocumentProcessing\ChunkedUploadSessionEntityConfiguration.cs","2","CA1062","Nel metodo visibile esternamente 'void ChunkedUploadSessionEntityConfiguration.Configure(EntityTypeBuilder<ChunkedUploadSessionEntity> builder)' convalidare il parametro 'builder' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062) || Nel metodo visibile esternamente 'void ChunkedUploadSessionEntityConfiguration.Configure(EntityTypeBuilder<ChunkedUploadSessionEntity> builder)' convalidare il parametro 'builder' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)","2025-12-13T19:34:35.4603233+01:00"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Infrastructure\EntityConfigurations\KnowledgeBase\ChatThreadCollectionEntityConfiguration.cs","2","CA1062","Nel metodo visibile esternamente 'void ChatThreadCollectionEntityConfiguration.Configure(EntityTypeBuilder<ChatThreadCollectionEntity> builder)' convalidare il parametro 'builder' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062) || Nel metodo visibile esternamente 'void ChatThreadCollectionEntityConfiguration.Configure(EntityTypeBuilder<ChatThreadCollectionEntity> builder)' convalidare il parametro 'builder' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)","2025-12-13T19:34:35.4620932+01:00"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Infrastructure\EntityConfigurations\KnowledgeBase\ChatEntityConfiguration.cs","2","CA1062","Nel metodo visibile esternamente 'void ChatEntityConfiguration.Configure(EntityTypeBuilder<ChatEntity> builder)' convalidare il parametro 'builder' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062) || Nel metodo visibile esternamente 'void ChatEntityConfiguration.Configure(EntityTypeBuilder<ChatEntity> builder)' convalidare il parametro 'builder' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)","2025-12-13T19:34:35.4617623+01:00"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Infrastructure\EntityConfigurations\KnowledgeBase\AiRequestLogEntityConfiguration.cs","2","CA1062","Nel metodo visibile esternamente 'void AiRequestLogEntityConfiguration.Configure(EntityTypeBuilder<AiRequestLogEntity> builder)' convalidare il parametro 'builder' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062) || Nel metodo visibile esternamente 'void AiRequestLogEntityConfiguration.Configure(EntityTypeBuilder<AiRequestLogEntity> builder)' convalidare il parametro 'builder' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)","2025-12-13T19:34:35.4616035+01:00"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Infrastructure\EntityConfigurations\KnowledgeBase\AgentFeedbackEntityConfiguration.cs","2","CA1062","Nel metodo visibile esternamente 'void AgentFeedbackEntityConfiguration.Configure(EntityTypeBuilder<AgentFeedbackEntity> builder)' convalidare il parametro 'builder' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062) || Nel metodo visibile esternamente 'void AgentFeedbackEntityConfiguration.Configure(EntityTypeBuilder<AgentFeedbackEntity> builder)' convalidare il parametro 'builder' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)","2025-12-13T19:34:35.4614696+01:00"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Infrastructure\EntityConfigurations\KnowledgeBase\AgentEntityConfiguration.cs","2","CA1062","Nel metodo visibile esternamente 'void AgentEntityConfiguration.Configure(EntityTypeBuilder<AgentEntity> builder)' convalidare il parametro 'builder' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062) || Nel metodo visibile esternamente 'void AgentEntityConfiguration.Configure(EntityTypeBuilder<AgentEntity> builder)' convalidare il parametro 'builder' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)","2025-12-13T19:34:35.4613437+01:00"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Infrastructure\EntityConfigurations\GameManagement\GameSessionEntityConfiguration.cs","2","CA1062","Nel metodo visibile esternamente 'void GameSessionEntityConfiguration.Configure(EntityTypeBuilder<GameSessionEntity> builder)' convalidare il parametro 'builder' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062) || Nel metodo visibile esternamente 'void GameSessionEntityConfiguration.Configure(EntityTypeBuilder<GameSessionEntity> builder)' convalidare il parametro 'builder' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)","2025-12-13T19:34:35.4612114+01:00"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Infrastructure\EntityConfigurations\GameManagement\GameEntityConfiguration.cs","2","CA1062","Nel metodo visibile esternamente 'void GameEntityConfiguration.Configure(EntityTypeBuilder<GameEntity> builder)' convalidare il parametro 'builder' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062) || Nel metodo visibile esternamente 'void GameEntityConfiguration.Configure(EntityTypeBuilder<GameEntity> builder)' convalidare il parametro 'builder' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)","2025-12-13T19:34:35.4610897+01:00"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Infrastructure\EntityConfigurations\DocumentProcessing\RuleSpecEntityConfiguration.cs","2","CA1062","Nel metodo visibile esternamente 'void RuleSpecEntityConfiguration.Configure(EntityTypeBuilder<RuleSpecEntity> builder)' convalidare il parametro 'builder' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062) || Nel metodo visibile esternamente 'void RuleSpecEntityConfiguration.Configure(EntityTypeBuilder<RuleSpecEntity> builder)' convalidare il parametro 'builder' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)","2025-12-13T19:34:35.4609663+01:00"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Infrastructure\EntityConfigurations\KnowledgeBase\ChatLogEntityConfiguration.cs","2","CA1062","Nel metodo visibile esternamente 'void ChatLogEntityConfiguration.Configure(EntityTypeBuilder<ChatLogEntity> builder)' convalidare il parametro 'builder' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062) || Nel metodo visibile esternamente 'void ChatLogEntityConfiguration.Configure(EntityTypeBuilder<ChatLogEntity> builder)' convalidare il parametro 'builder' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)","2025-12-13T19:34:35.4619584+01:00"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Infrastructure\EntityConfigurations\Authentication\ApiKeyEntityConfiguration.cs","2","CA1062","Nel metodo visibile esternamente 'void ApiKeyEntityConfiguration.Configure(EntityTypeBuilder<ApiKeyEntity> builder)' convalidare il parametro 'builder' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062) || Nel metodo visibile esternamente 'void ApiKeyEntityConfiguration.Configure(EntityTypeBuilder<ApiKeyEntity> builder)' convalidare il parametro 'builder' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)","2025-12-13T19:34:35.4590756+01:00"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Infrastructure\EntityConfigurations\SystemConfiguration\SystemConfigurationEntityConfiguration.cs","2","CA1062","Nel metodo visibile esternamente 'void SystemConfigurationEntityConfiguration.Configure(EntityTypeBuilder<SystemConfigurationEntity> builder)' convalidare il parametro 'builder' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062) || Nel metodo visibile esternamente 'void SystemConfigurationEntityConfiguration.Configure(EntityTypeBuilder<SystemConfigurationEntity> builder)' convalidare il parametro 'builder' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)","2025-12-13T19:34:35.4628770+01:00"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Infrastructure\EntityConfigurations\WorkflowIntegration\N8nConfigEntityConfiguration.cs","2","CA1062","Nel metodo visibile esternamente 'void N8NConfigEntityConfiguration.Configure(EntityTypeBuilder<N8NConfigEntity> builder)' convalidare il parametro 'builder' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062) || Nel metodo visibile esternamente 'void N8NConfigEntityConfiguration.Configure(EntityTypeBuilder<N8NConfigEntity> builder)' convalidare il parametro 'builder' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)","2025-12-13T19:34:35.4631392+01:00"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Infrastructure\EntityConfigurations\DocumentProcessing\RuleAtomEntityConfiguration.cs","2","CA1062","Nel metodo visibile esternamente 'void RuleAtomEntityConfiguration.Configure(EntityTypeBuilder<RuleAtomEntity> builder)' convalidare il parametro 'builder' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062) || Nel metodo visibile esternamente 'void RuleAtomEntityConfiguration.Configure(EntityTypeBuilder<RuleAtomEntity> builder)' convalidare il parametro 'builder' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)","2025-12-13T19:34:35.4607177+01:00"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\Authentication\Application\Commands\Sessions\LogoutAllDevicesCommandHandler.cs","2","S3358","Extract this nested ternary operation into an independent statement. (https://rules.sonarsource.com/csharp/RSPEC-3358) || Extract this nested ternary operation into an independent statement. (https://rules.sonarsource.com/csharp/RSPEC-3358)","2025-12-13T19:34:35.3708402+01:00"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Infrastructure\EntityConfigurations\Authentication\ApiKeyUsageLogEntityConfiguration.cs","2","CA1062","Nel metodo visibile esternamente 'void ApiKeyUsageLogEntityConfiguration.Configure(EntityTypeBuilder<ApiKeyUsageLogEntity> builder)' convalidare il parametro 'builder' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062) || Nel metodo visibile esternamente 'void ApiKeyUsageLogEntityConfiguration.Configure(EntityTypeBuilder<ApiKeyUsageLogEntity> builder)' convalidare il parametro 'builder' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)","2025-12-13T19:34:35.4592018+01:00"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\Authentication\Application\Commands\Sessions\RevokeAllUserSessionsCommandHandler.cs","2","CA1062","Nel metodo visibile esternamente 'Task<int> RevokeAllUserSessionsCommandHandler.Handle(RevokeAllUserSessionsCommand request, CancellationToken cancellationToken)' convalidare il parametro 'request' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062) || Nel metodo visibile esternamente 'Task<int> RevokeAllUserSessionsCommandHandler.Handle(RevokeAllUserSessionsCommand request, CancellationToken cancellationToken)' convalidare il parametro 'request' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)","2025-12-13T19:34:35.3709640+01:00"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Infrastructure\EntityConfigurations\Authentication\OAuthAccountEntityConfiguration.cs","2","CA1062","Nel metodo visibile esternamente 'void OAuthAccountEntityConfiguration.Configure(EntityTypeBuilder<OAuthAccountEntity> builder)' convalidare il parametro 'builder' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062) || Nel metodo visibile esternamente 'void OAuthAccountEntityConfiguration.Configure(EntityTypeBuilder<OAuthAccountEntity> builder)' convalidare il parametro 'builder' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)","2025-12-13T19:34:35.4593262+01:00"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Infrastructure\EntityConfigurations\Authentication\PasswordResetTokenEntityConfiguration.cs","2","CA1062","Nel metodo visibile esternamente 'void PasswordResetTokenEntityConfiguration.Configure(EntityTypeBuilder<PasswordResetTokenEntity> builder)' convalidare il parametro 'builder' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062) || Nel metodo visibile esternamente 'void PasswordResetTokenEntityConfiguration.Configure(EntityTypeBuilder<PasswordResetTokenEntity> builder)' convalidare il parametro 'builder' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)","2025-12-13T19:34:35.4594534+01:00"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Infrastructure\Telemetry\SensitiveDataProcessor.cs","2","CA1062","Nel metodo visibile esternamente 'void SensitiveDataProcessor.OnEnd(Activity activity)' convalidare il parametro 'activity' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062) || Nel metodo visibile esternamente 'void SensitiveDataProcessor.OnEnd(Activity activity)' convalidare il parametro 'activity' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)","2025-12-13T19:34:35.4650073+01:00"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Infrastructure\EntityConfigurations\UserNotifications\NotificationEntityConfiguration.cs","2","CA1062","Nel metodo visibile esternamente 'void NotificationEntityConfiguration.Configure(EntityTypeBuilder<NotificationEntity> builder)' convalidare il parametro 'builder' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062) || Nel metodo visibile esternamente 'void NotificationEntityConfiguration.Configure(EntityTypeBuilder<NotificationEntity> builder)' convalidare il parametro 'builder' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)","2025-12-13T19:34:35.4630121+01:00"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Infrastructure\EntityConfigurations\Authentication\TempSessionEntityConfiguration.cs","2","CA1062","Nel metodo visibile esternamente 'void TempSessionEntityConfiguration.Configure(EntityTypeBuilder<TempSessionEntity> builder)' convalidare il parametro 'builder' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062) || Nel metodo visibile esternamente 'void TempSessionEntityConfiguration.Configure(EntityTypeBuilder<TempSessionEntity> builder)' convalidare il parametro 'builder' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)","2025-12-13T19:34:35.4595774+01:00"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Infrastructure\Security\DataMasking.cs","2","CA1062","Nel metodo visibile esternamente 'object DataMasking.SanitizeUser(UserEntity user)' convalidare il parametro 'user' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062) || Nel metodo visibile esternamente 'object DataMasking.SanitizeUser(UserEntity user)' convalidare il parametro 'user' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)","2025-12-13T19:34:35.4648104+01:00"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\Authentication\Application\Commands\TwoFactor\GenerateTotpSetupCommandHandler.cs","2","CA1062","Nel metodo visibile esternamente 'Task<GenerateTotpSetupResult> GenerateTotpSetupCommandHandler.Handle(GenerateTotpSetupCommand command, CancellationToken cancellationToken)' convalidare il parametro 'command' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062) || Nel metodo visibile esternamente 'Task<GenerateTotpSetupResult> GenerateTotpSetupCommandHandler.Handle(GenerateTotpSetupCommand command, CancellationToken cancellationToken)' convalidare il parametro 'command' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)","2025-12-13T19:34:35.3719048+01:00"
